nom;statut;type;adresse;code_postal;ville;email;telephone;site_web;latitude;longitude;saison;danses;familles_de_danses;url_fiche;slug
ADEC danse;affiliated;AFFILIATED_STRUCTURE;21 rue Pierre Bourdan;78160;Marly le roi;veroleclanche@gmail.com;0139166104;;48.8681498;2.0909331;2026;Barre au Sol | Breaking | Contemporain | Hip Hop | Jazz | Orientale | Poping;Barre au sol classique | Barre au sol contemporaine | Breaking | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz | Danses ethniques;https://www.ffdanse.fr/structures/1606-adec-danse;1606-adec-danse
ADITI STUDIO;affiliated;AFFILIATED_STRUCTURE;29 rue de la rochejaquelein;44260;prinquiau;contact@aditistudio.fr;0771064482;www.aditistudio.fr;47.3640913;-2.0232119;2026;Pole Dance | Pole Sport | Breaking;Pole dance | Pole sport | Breaking;https://www.ffdanse.fr/structures/6048-aditi-studio;6048-aditi-studio
ADMNET;affiliated;AFFILIATED_STRUCTURE;33 Ter Route d'ALBI, Mairie de Saint-Jean;31240;Saint Jean;contact.admnet@gmail.com;06 38 73 45 96;https://ecolemusiquedanse-saintjean.fr;43.6653972;1.5033724;2026;Classique | Contemporain | Regards chorégraphiques | Transversal;Classique | Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/621-admnet;621-admnet
ADRENAL-IN;affiliated;AFFILIATED_STRUCTURE;1425 Avenue Octave BUTIN;60280;MARGNY LES COMPIEGNE;contact@adrenal-in.com;06.86.44.36.43;https://adrenal-in.com;49.43171591177;2.8099971766864;2026;Africaine | Afro-contemporaine | Bachata | Boogie Woogie | Cabaret | Contemporain | Country And Line | Danse en solo Latine | Danses Solo | Dix Danses | Eveil à la Danse | Hip Hop | Jazz | Kizomba | Latines | Lindy Hop | Pilates | Rock | Rock'n'Roll | Salsa | Societe | Standards | Street Dance | West Coast Swing | Zumba;Danses ethniques | Afro-jazz | Bachata | Boogie-Woogie | Cabaret | Ateliers de création | Contemporain | Country & line | Danses latines | Danses standards | Danses hip-hop | Modern jazz | Jazz | Kizomba | Lindy hop | Rock'n'roll | Salsa | Danses de salon | West Coast Swing | Zumba;https://www.ffdanse.fr/structures/2844-adrenal-in;2844-adrenal-in
ADSPS77;affiliated;AFFILIATED_STRUCTURE;MAIRIE DE POMPONNE 1 RUE GENERAL LECLERC;77400;POMPONNE;adsps77@gmail.com;0660753118;;48.8815001;2.690741;2026;Country And Line | Dix Danses | Latines | Lindy Hop | Rock | Rock et DA | Rock'n'Roll | Societe | Standards;Country & line | Danses latines | Danses standards | Lindy hop | Rock'n'roll | Rock sauté | Danses de salon;https://www.ffdanse.fr/structures/4046-adsps77;4046-adsps77
AEP le sentier;affiliated;AFFILIATED_STRUCTURE;12 rue Léo Lagrange;27180;ST SEBASTIEN DE MORSENT;aeplesentier@orange.fr;0232382565;www.aeplesentier.fr;49.009007;1.0915422;2026;Africaine | Afro-caribéennes | Afro-contemporaine | Bachata | Barre au Sol | Contemporain | Country And Line | Danses Solo | Eveil à la Danse | Hip Hop | Jazz | Lindy Hop | Orientale | Pilates | Ragga | Regards chorégraphiques | Rock | Salsa | Street Dance | Tango Argentin | Zumba;Danses ethniques | Afro-jazz | Bachata | Barre au sol classique | Barre au sol contemporaine | Ateliers de création | Contemporain | Country & line | Danses hip-hop | Modern jazz | Jazz | Lindy hop | Rock'n'roll | Salsa | Tango argentin | Zumba;https://www.ffdanse.fr/structures/493-aep-le-sentier;493-aep-le-sentier
AERIAL ART SPORT;affiliated;AFFILIATED_STRUCTURE;42 CHEMIN DE SAINT COME, 13370;13370;Mallemort;contact@aerialartstudio.com;0698590928;;43.726145;5.1855536;2026;Barre au Sol | Danse Verticale | Danse aérienne | Eveil à la Danse | Pole Dance | Pole Sport;Barre au sol classique | Barre au sol contemporaine | Danses aériennes | Pole dance | Pole sport;https://www.ffdanse.fr/structures/5593-aerial-art-sport;5593-aerial-art-sport
Aerial dance together;affiliated;AFFILIATED_STRUCTURE;10 rue Dr Ayasse;05000;Gap;aerialdancetogether@gmail.com;0621606947;;44.5617491;6.0900224;2026;Danse aérienne | Pole Dance | Pole Sport;Danses aériennes | Pole dance | Pole sport;https://www.ffdanse.fr/structures/6241-aerial-dance-together;6241-aerial-dance-together
Aerial sport concept 54;affiliated;AFFILIATED_STRUCTURE;33 rue sergent bobillot, chez At work concept;54000;nancy;aerialsportconcept54@gmail.com;0651840841;aerialsportconcept.fr;48.6876699;6.1595701;2026;Autres Danses | Pole Dance | Pole Sport;Pole dance | Pole sport;https://www.ffdanse.fr/structures/4642-aerial-sport-concept-54;4642-aerial-sport-concept-54
Afrolatin Feeling;affiliated;AFFILIATED_STRUCTURE;59 Rue Sarrette;75014;Paris;speedycoquette@gmail.com;0606786222;;48.8248758;2.3265431;2026;Eveil à la Danse | Jazz | Pilates | Salsa;Modern jazz | Jazz | Salsa;https://www.ffdanse.fr/structures/6228-afrolatin-feeling;6228-afrolatin-feeling
AFSSO -Association familiale et sportive de St Ouen de Thouberville;affiliated;AFFILIATED_STRUCTURE;Route nationale, Mairie, 27310;27310;SAINT OUEN DE THOUBERVILLE;danse.afsso27@orange.fr;0616868942;afsso;49.3538112;0.9059109;2026;Bachata | Bollywood | Contemporain | Country And Line | Disco | Eveil à la Danse | Hip Hop | Latines | New Style | Salsa | Societe | Standards;Bachata | Danses ethniques | Ateliers de création | Contemporain | Country & line | Disco | Danses hip-hop | Danses latines | Salsa | Danses de salon | Danses standards;https://www.ffdanse.fr/structures/3598-afsso-association-familiale-et-sportive-de-st-ouen-de-thouberville;3598-afsso-association-familiale-et-sportive-de-st-ouen-de-thouberville
AFTC 27;affiliated;AFFILIATED_STRUCTURE;42 rue Victor Hugo;27000;EVREUX;contact@aftc27.fr;0232368353;www.aftc27.com;49.0220719;1.1472255;2026;Africaine | Afro-caribéennes | Afro-contemporaine | Autres Danses | Autres Danses Du Monde | Breaking | Contemporain | Danses Solo | Disco | Eveil à la Danse | Hip Hop | Latino Caraibes | OLD : Salsa, Bachata, Kizomba | Show Dance Latine | Show Dance Standard | Show Latino Caraïbe | Standards | Tango Argentin;Danses ethniques | Afro-jazz | Breaking | Ateliers de création | Contemporain | Disco | Danses hip-hop | Danses latino-caraïbes | Salsa | Bachata | Danses latines | Danses standards | Tango argentin;https://www.ffdanse.fr/structures/4478-aftc-27;4478-aftc-27
Agl danse;affiliated;AFFILIATED_STRUCTURE;Rue des frères davéria, Les ateliers;35300;Fougères;mathildeagl7@gmail.com;0699742800;Agldanse.com;48.3477721;-1.1903613;2026;Classique | Jazz | Street Dance;Classique | Modern jazz | Jazz | Danses hip-hop;https://www.ffdanse.fr/structures/6029-agl-danse;6029-agl-danse
AHI NAMA SALSA CUBAINE;affiliated;AFFILIATED_STRUCTURE;103 rue Charles Perrault, Studio Sophie Caminade;30900;Nîmes;richard.burkutally@gmail.com;0611447408;;43.8147596;4.3231826;2026;Bachata | Bachata Team Couple | Bachata Team Styling | Danse en solo Latine | Duo bachata Shines | Duo salsa Shines | Kizomba | Kizomba Chorégraphie | Latines | Latino Caraibes | Salsa | Salsa Team Couple | Salsa Team Styling | Teams SBK;Bachata | Kizomba | Danses latines | Danses latino-caraïbes | Salsa;https://www.ffdanse.fr/structures/5371-ahi-nama-salsa-cubaine;5371-ahi-nama-salsa-cubaine
Ain.depen'dance country;recently_disaffiliated;UNAFFILIATED_STRUCTURE;67 route de sainte blaizine, Thezillieu;01110;Plateau d'hauteville;aindependancecountry@outlook.fr;0637389662;https://aindependancecountry.jimdofree.com/;45.9016499;5.601831;;;;https://www.ffdanse.fr/structures/4774-ain-depen-dance-country;4774-ain-depen-dance-country
Ainsi danse;affiliated;AFFILIATED_STRUCTURE;Rue Pierre Corneille - Complexe Sportif Chante Cigale;33470;GUJAN MESTRAS;ainsidansegujanmestras33@gmail.com;0620876248;;44.6215104;-1.0602028;2026;Classique | Hip Hop | Jazz | Societe;Classique | Danses hip-hop | Modern jazz | Jazz | Danses de salon;https://www.ffdanse.fr/structures/659-ainsi-danse;659-ainsi-danse
Ainsi danse laverune;affiliated;AFFILIATED_STRUCTURE;8 rue Georges Brassens;34880;LAVERUNE;ainsidanse.laverune@gmail.com;0620325082;https://www.ainsidanselvrn.com;43.5919625;3.800551;2026;Classique | Jazz;Classique | Modern jazz | Jazz;https://www.ffdanse.fr/structures/780-ainsi-danse-laverune;780-ainsi-danse-laverune
AINSIDANSE;affiliated;AFFILIATED_STRUCTURE;MAIRIE DE PLAINTEL;22940;PLAINTEL;ainsidanse@sfr.fr;0680202645;;48.4076805;-2.8180839;2026;Eveil à la Danse;;https://www.ffdanse.fr/structures/4193-ainsidanse;4193-ainsidanse
AINSIDANSE FRANQUEVILLE;affiliated;AFFILIATED_STRUCTURE;Hôtel de ville - BP 212 - Pl des Forrières;76520;FRANQUEVILLE SAINT PIERRE;contact@ainsidansefranqueville.fr;0768922559;;49.402955;1.1726564;2026;Claquettes | Classique | Contemporain | Hip Hop | Jazz | Zumba | ancien nom à supprimer;Claquettes | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz | Zumba;https://www.ffdanse.fr/structures/1506-ainsidanse-franqueville;1506-ainsidanse-franqueville
AIR ART STUDIO CARCASSONNE;affiliated;AFFILIATED_STRUCTURE;7 RUE BENJAMIN FRANKLIN;11000;CARCASSONNE;contact@airart-studios.com;0768669886;www.airart-studios.com;43.2161581;2.3316492;2026;Parapole Artistique | Parapole sport | Pole Dance | Pole Sport;Pole dance | Pole sport;https://www.ffdanse.fr/structures/6143-air-art-studio-carcassonne;6143-air-art-studio-carcassonne
AIR ART STUDIO CASTELNAUDARY;affiliated;AFFILIATED_STRUCTURE;40 ROUTE DE SAINT MARTIN LALANDE;11400;CASTELNAUDARY;contact@airart-studios.com;0768669886;www.airart-studios.com;43.3060701;1.9809276;2026;Pole Dance | Pole Sport;Pole dance | Pole sport;https://www.ffdanse.fr/structures/5566-air-art-studio-castelnaudary;5566-air-art-studio-castelnaudary
AIR ART STUDIO LIMOUX;affiliated;AFFILIATED_STRUCTURE;15 ROUTE DE SAINT POLYCARPE, LD JARDINS MAYNARD;11300;LIMOUX;contact@airart-studios.com;0768669886;www.airart-studios.com;43.0535712;2.2976489;2026;Pole Dance | Pole Sport;Pole dance | Pole sport;https://www.ffdanse.fr/structures/5242-air-art-studio-limoux;5242-air-art-studio-limoux
Air Dance Studio;affiliated;AFFILIATED_STRUCTURE;50 rue jean jaures;59000;Lille;airdancestudio@gmail.com;0320539035;airdancestudio.fr;50.6212695;3.0740621;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/4745-air-dance-studio;4745-air-dance-studio
AKADANSES PLURIELLES;affiliated;AFFILIATED_STRUCTURE;10 rue de la Matole;33510;andernos les bains;akdanseslebureau@gmail.com;0787752842;;44.7608262;-1.0884595;2026;Hip Hop | Jazz | Zumba | Breaking | Contemporain;Danses hip-hop | Modern jazz | Jazz | Zumba | Breaking | Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/2683-akadanses-plurielles;2683-akadanses-plurielles
Akuaba danse;affiliated;AFFILIATED_STRUCTURE;MAIRIE DE NERONDES, PLACE DE L'HOTEL DE VILLE;18350;NERONDES;akuabadanse18@gmail.com;0664922296;;45.8387577;4.2365237;2026;Africaine | Hip Hop | Orientale | Ragga | Street Dance;Danses ethniques | Danses hip-hop;https://www.ffdanse.fr/structures/383-akuaba-danse;383-akuaba-danse
al pilates et pole dance;affiliated;AFFILIATED_STRUCTURE;351 quai warens;74700;sallanches;al.pilatespoledance@gmail.com;0633465989;https://concept-pole-mouvement.com;45.9380727;6.6351203;2026;Bachata | Barre au Sol | Cabaret | Classique | Comedie Musicale | Contemporain | Danse Show | Danse aérienne | Danse sacrée | Danses Solo | Eveil à la Danse | Hip Hop | Jazz | New Style | Pole Dance | Pole Sport | Ragga | Regards chorégraphiques | Salsa | Street Dance;Bachata | Barre au sol classique | Barre au sol contemporaine | Cabaret | Classique | Comédie musicale | Ateliers de création | Contemporain | Disco | Danses aériennes | Danses ethniques | Danses hip-hop | Modern jazz | Jazz | Pole dance | Pole sport | Salsa;https://www.ffdanse.fr/structures/4793-al-pilates-et-pole-dance;4793-al-pilates-et-pole-dance
ALBL (Haute-Vienne);affiliated;AFFILIATED_STRUCTURE;ESPACE YVES MONTAND;87110;Bosmie l'Aiguille (HAUTE-VIENNE);al.bosmie@gmail.com;0686056447;https://www.albl.fr/;45.7695048;1.2009793;2026;Eveil à la Danse | Pilates | Salsa | Standards | Zumba;Salsa | Danses standards | Zumba;https://www.ffdanse.fr/structures/5739-albl-haute-vienne;5739-albl-haute-vienne
Alexandra Borelli DANCE STUDIO;affiliated;AFFILIATED_STRUCTURE;11 rue du saule;68100;Mulhouse;alexandraborelli4@gmail.com;0677082298;;47.752453;7.339291;2026;Classique | Contemporain | Eveil à la Danse | Hip Hop | Jazz;Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6149-alexandra-borelli-dance-studio;6149-alexandra-borelli-dance-studio
Alexia Boucheronde;affiliated;AFFILIATED_STRUCTURE;2, rue des FOUGERES;86550;MIGNALOUX-BEAUVOIR;AlexClak@hotmail.com;0617397641;;46.5440279;0.4081903;2026;Claquettes;Claquettes;https://www.ffdanse.fr/structures/1815-alexia-boucheronde;1815-alexia-boucheronde
ALL DANCES;recently_disaffiliated;UNAFFILIATED_STRUCTURE;91 rue de la Moïse, Mairie de Hadol;88220;HADOL;alldancesclub@gmail.com;614894599;;48.1024614;6.4539975;;;;https://www.ffdanse.fr/structures/1826-all-dances;1826-all-dances
All'style;affiliated;AFFILIATED_STRUCTURE;avenue jean baptiste, 34b;30100;Alès;allstyle@outlook.fr;0621944568;;44.1330029;4.0794077;2026;Breaking | Hip Hop | Street Dance | Transversal;Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/3583-all-style;3583-all-style
ALLIANCE STUDIO;affiliated;AFFILIATED_STRUCTURE;970 RN7;06270;Villeneuve-Loubet;alliancestudioitc@gmail.com;0609722699;;43.6407422;7.1323202;2026;Africaine | Afro-caribéennes | Bachata | Cabaret | Hip Hop | House | Jazz | Kizomba | OLD : Salsa, Bachata, Kizomba | Salsa | Street Dance;Danses ethniques | Bachata | Cabaret | Danses hip-hop | Modern jazz | Jazz | Kizomba | Salsa;https://www.ffdanse.fr/structures/6012-alliance-studio;6012-alliance-studio
Alma Danse;affiliated;AFFILIATED_STRUCTURE;Village Pierre Rabhi, place des droits de l'Homme et du Citoyen;49124;st barthélemey d'anjou;almadanse49@gmail.com;06.83.89.22.11;www.alma-danse.com;47.4687217;-0.4949203;2026;Afro-caribéennes | OLD : Salsa, Bachata, Kizomba;Danses ethniques | Salsa | Bachata;https://www.ffdanse.fr/structures/2381-alma-danse;2381-alma-danse
ALORS ON DANSE A CORNEILLA LA RIVIERE;affiliated;AFFILIATED_STRUCTURE;53 rue du ruisseau;66550;Corneilla la Rivière;alorsondanse66550@gmail.com;+33 6 51 87 77 42;;42.6983818;2.7268151;2026;Rock;Rock'n'roll;https://www.ffdanse.fr/structures/5578-alors-on-danse-a-corneilla-la-riviere;5578-alors-on-danse-a-corneilla-la-riviere
Alp'Show Danse Sportive;affiliated;AFFILIATED_STRUCTURE;341 quai de Warens;74700;Sallanches;alpshowdanse@hotmail.fr;0450583107;;45.9379454;6.6348368;2026;Classique | Contemporain | Danse en solo Latine | Danse en solo Standard | Dix Danses | Hip Hop | Latines | Show Dance Latine | Show Dance Standard | Solo Team Lat / Std | Standards | Street Dance;Classique | Ateliers de création | Contemporain | Danses latines | Danses standards | Danses hip-hop;https://www.ffdanse.fr/structures/1449-alp-show-danse-sportive;1449-alp-show-danse-sportive
ALPHADANSE;affiliated;AFFILIATED_STRUCTURE;1 impasse des avenieres;58160;Sauvigny les bois;e.roussel@hotmail.fr;0780660641;;46.9841199;3.2423476;2026;Classique | Contemporain | Jazz;Classique | Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/3434-alphadanse;3434-alphadanse
ALPILLES STREET ART'S;recently_disaffiliated;UNAFFILIATED_STRUCTURE;7,RUE IMPASSE DE LA ROUYÈRE;13210;saint rémy de provence;alpillesstreetarts@gmail.com;07.81.45.98.49;;43.7882106;4.8247252;;;;https://www.ffdanse.fr/structures/5251-alpilles-street-art-s;5251-alpilles-street-art-s
Alsa Swing;affiliated;AFFILIATED_STRUCTURE;13 Rue du Maquis, Bâtiment C;67100;STRASBOURG;alsaswingcontact@gmail.com;0646921373;;48.5663657;7.7811444;2026;Boogie Formation | Boogie Juniors | Boogie Main Class | Boogie Rising Star | Boogie Seniors | Boogie Woogie | Boogie Woogie Fédéral | Lindy Hop | Lindy Hop Fédéral | Lindy Hop Junior | Lindy Hop Main Class | Lindy Hop Senior 1 | Lindy Hop Senior 2 | Lindy Hop Show case | Rock et DA;Boogie-Woogie | Lindy hop | Rock sauté;https://www.ffdanse.fr/structures/5979-alsa-swing;5979-alsa-swing
Altidanse;affiliated;AFFILIATED_STRUCTURE;Centre Culturel  Altigone 6 place Jean Bellieres;31650;SAINT ORENS;altidanse@orange.fr;0771168078;;43.5530601;1.5289584;2026;Barre au Sol | Bollywood | Claquettes | Classique | Contemporain | Hip Hop | Indienne | Jazz | Orientale | Regards chorégraphiques;Barre au sol classique | Barre au sol contemporaine | Danses ethniques | Claquettes | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/602-altidanse;602-altidanse
AMAPOLA;affiliated;AFFILIATED_STRUCTURE;28 avenue du béarn;64320;Idron;maryse64320@hotmail.fr;0603052530;https://amapola64.wixsite.com/amapola;43.2998766;-0.2957504;2026;Autres Danses | Autres Danses Du Monde | Flamenco | Orientale;Danses ethniques | Flamenco;https://www.ffdanse.fr/structures/1277-amapola;1277-amapola
Ambre et Jasmin;affiliated;AFFILIATED_STRUCTURE;11 b rue mansard;78000;versailles;ambreetjasmin.asso@gmail.com;0608706818;https://ambreetjasmin.com/bellydanse;48.8154131;2.1387922;2026;Orientale;Danses ethniques;https://www.ffdanse.fr/structures/1632-ambre-et-jasmin;1632-ambre-et-jasmin
Ambre Nunes;affiliated;AFFILIATED_STRUCTURE;10 rue docteur ayasse;05000;Gap;poletogether@gmail.com;0617751592;www.poledance-together.fr;44.5617491;6.0900224;2026;Danse aérienne | Pole Dance | Pole Sport;Danses aériennes | Pole dance | Pole sport;https://www.ffdanse.fr/structures/3145-ambre-nunes;3145-ambre-nunes
American country's;affiliated;AFFILIATED_STRUCTURE;9 rue Charlet;18000;Bourges;president@americancountrys.fr;0650690025;www.americancountrys.fr;47.0839055;2.4056751;2026;Country And Line | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line;https://www.ffdanse.fr/structures/824-american-country-s;824-american-country-s
American dream 35;affiliated;AFFILIATED_STRUCTURE;32 La Cadouyère;35137;BEDEE;americandream35@free.fr;0603639262;www.americandream35.com;0;0;2026;Country And Line | Salsa | Societe;Country & line | Salsa | Danses de salon;https://www.ffdanse.fr/structures/819-american-dream-35;819-american-dream-35
Amicale de Danse de Villecresnes. A2DV;affiliated;AFFILIATED_STRUCTURE;Place Charles de Gaulle, Hotel de Ville;94440;VILLECRESNES;a2dv.villecresnes@gmail.com;07 66 48 68 13;www.a2dv.fr;48.7494131;2.4804649;2026;Bachata | Country And Line | Danses Solo | Dix Danses | Latines | Rock Saute | Rock et DA | Rock'n'Roll | Salsa | Societe | Standards | West Coast Swing;Bachata | Country & line | Danses latines | Danses standards | Rock sauté | Rock'n'roll | Salsa | Danses de salon | West Coast Swing;https://www.ffdanse.fr/structures/1948-amicale-de-danse-de-villecresnes-a2dv;1948-amicale-de-danse-de-villecresnes-a2dv
AMICALE LAIQUE GYMNASTIQUE;affiliated;AFFILIATED_STRUCTURE;Place de la Mairie;63360;Lussat;lussatgym63@gmail.com;0647153572;;45.839607;3.214505;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/5399-amicale-laique-gymnastique;5399-amicale-laique-gymnastique
